Type                                  Module                      Label             Process   
edm::SortedCollection<HFDataFrame,edm::StrictWeakOrdering<HFDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HFPreRecHit,edm::StrictWeakOrdering<HFPreRecHit> >    "hfprereco"                 ""                "Demo"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hfreco"                    ""                "Demo"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "reducedHcalRecHits"        "hfreco"          "Demo"    
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "hgcalDigis"                "EE"              "Demo"    
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "hgcalDigis"                "HEback"          "Demo"    
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "hgcalDigis"                "HEfront"         "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCEERecHits"    "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEBRecHits"   "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEFRecHits"   "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHFNoseRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCEEUncalibRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCHEBUncalibRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCHEFUncalibRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCHFNoseUncalibRecHits"   "Demo"    
edm::SortedCollection<HODataFrame,edm::StrictWeakOrdering<HODataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "horeco"                    ""                "Demo"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "reducedHcalRecHits"        "horeco"          "Demo"    
edm::SortedCollection<HOTriggerPrimitiveDigi,edm::StrictWeakOrdering<HOTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HcalCalibDataFrame,edm::StrictWeakOrdering<HcalCalibDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HcalTTPDigi,edm::StrictWeakOrdering<HcalTTPDigi> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "caloLayer1Digis"           ""                "Demo"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<ZDCRecHit,edm::StrictWeakOrdering<ZDCRecHit> >    "zdcreco"                   ""                "Demo"    
edm::TriggerResults                   "TriggerResults"            ""                "Demo"    
edm::ValueMap<ROOT::Math::LorentzVector<ROOT::Math::PxPyPzE4D<double> > >    "puppi"                     ""                "Demo"    
edm::ValueMap<ROOT::Math::LorentzVector<ROOT::Math::PxPyPzE4D<double> > >    "puppiNoLep"                ""                "Demo"    
edm::ValueMap<bool>                   "chargedHadronPFTrackIsolation"   ""                "Demo"    
edm::ValueMap<bool>                   "muidAllArbitrated"         ""                "Demo"    
edm::ValueMap<bool>                   "muidGMStaChiCompatibility"   ""                "Demo"    
edm::ValueMap<bool>                   "muidGMTkChiCompatibility"   ""                "Demo"    
edm::ValueMap<bool>                   "muidGMTkKinkTight"         ""                "Demo"    
edm::ValueMap<bool>                   "muidGlobalMuonPromptTight"   ""                "Demo"    
edm::ValueMap<bool>                   "muidRPCMuLoose"            ""                "Demo"    
edm::ValueMap<bool>                   "muidTM2DCompatibilityLoose"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTM2DCompatibilityTight"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTMLastStationAngLoose"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTMLastStationAngTight"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTMLastStationLoose"    ""                "Demo"    
edm::ValueMap<bool>                   "muidTMLastStationOptimizedLowPtLoose"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTMLastStationOptimizedLowPtTight"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTMLastStationTight"    ""                "Demo"    
edm::ValueMap<bool>                   "muidTMOneStationAngLoose"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTMOneStationAngTight"   ""                "Demo"    
edm::ValueMap<bool>                   "muidTMOneStationLoose"     ""                "Demo"    
edm::ValueMap<bool>                   "muidTMOneStationTight"     ""                "Demo"    
edm::ValueMap<bool>                   "muidTrackerMuonArbitrated"   ""                "Demo"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLoose"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLoose"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLooseEM"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLooseEM"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDTight"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidAllArbitrated"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGMStaChiCompatibility"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGMTkChiCompatibility"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGMTkKinkTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGlobalMuonPromptTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidRPCMuLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTrackerMuonArbitrated"   "Demo"    
edm::ValueMap<double>                 "gedElPFIsoValueCharged03"   ""                "Demo"    
edm::ValueMap<double>                 "gedElPFIsoValueChargedAll03"   ""                "Demo"    
edm::ValueMap<double>                 "gedElPFIsoValueGamma03"    ""                "Demo"    
edm::ValueMap<double>                 "gedElPFIsoValueNeutral03"   ""                "Demo"    
edm::ValueMap<double>                 "gedElPFIsoValuePU03"       ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueCharged03"     ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueCharged04"     ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueChargedAll03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueChargedAll04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueGamma03"       ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueGamma04"       ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueGammaHighThreshold03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueGammaHighThreshold04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueNeutral03"     ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueNeutral04"     ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueNeutralHighThreshold03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValueNeutralHighThreshold04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValuePU03"          ""                "Demo"    
edm::ValueMap<double>                 "muPFIsoValuePU04"          ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueCharged03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueCharged04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueChargedAll03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueChargedAll04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGamma03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGamma04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGammaHighThreshold03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueGammaHighThreshold04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutral03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutral04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutralHighThreshold03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValueNeutralHighThreshold04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValuePU03"    ""                "Demo"    
edm::ValueMap<double>                 "muPFMeanDRIsoValuePU04"    ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueCharged03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueCharged04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueChargedAll03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueChargedAll04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGamma03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGamma04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGammaHighThreshold03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueGammaHighThreshold04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutral03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutral04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutralHighThreshold03"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValueNeutralHighThreshold04"   ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValuePU03"     ""                "Demo"    
edm::ValueMap<double>                 "muPFSumDRIsoValuePU04"     ""                "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueCharged03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueCharged04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueChargedAll03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueChargedAll04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGamma03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGamma04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGammaHighThreshold03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGammaHighThreshold04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutral03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutral04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutralHighThreshold03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutralHighThreshold04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValuePU03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFIsoValuePU04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral03"   "Demo"    
